data,hora,temperatura,umidade
01/08/2019,1500 UTC,23,52.0
01/08/2019,1600 UTC,"24,7",44.0
01/08/2019,1700 UTC,"26,1",42.0
01/08/2019,1800 UTC,"27,6",32.0
01/08/2019,1900 UTC,"28,2",31.0
01/08/2019,2000 UTC,"27,6",38.0
01/08/2019,2100 UTC,26,53.0
01/08/2019,2200 UTC,"22,4",72.0
01/08/2019,2300 UTC,"18,9",76.0
02/08/2019,0000 UTC,"16,9",79.0
02/08/2019,0100 UTC,"15,8",86.0
02/08/2019,0200 UTC,"14,6",88.0
02/08/2019,0300 UTC,"13,5",88.0
02/08/2019,0400 UTC,"13,4",89.0
02/08/2019,0500 UTC,"12,9",91.0
02/08/2019,0600 UTC,"12,5",91.0
02/08/2019,0700 UTC,"12,4",92.0
02/08/2019,0800 UTC,"12,1",92.0
02/08/2019,0900 UTC,"12,3",91.0
02/08/2019,1000 UTC,"12,3",90.0
02/08/2019,1100 UTC,"14,6",86.0
02/08/2019,1200 UTC,"18,6",73.0
02/08/2019,1300 UTC,"23,5",55.0
02/08/2019,1400 UTC,"26,5",42.0
02/08/2019,1500 UTC,"27,7",38.0
02/08/2019,1600 UTC,"29,2",33.0
02/08/2019,1700 UTC,"30,6",29.0
02/08/2019,1800 UTC,31,27.0
02/08/2019,1900 UTC,"30,8",28.0
02/08/2019,2000 UTC,"30,4",34.0
02/08/2019,2100 UTC,"28,5",54.0
02/08/2019,2200 UTC,"24,1",73.0
02/08/2019,2300 UTC,21,78.0
03/08/2019,0000 UTC,"19,3",77.0
03/08/2019,0100 UTC,"19,2",79.0
03/08/2019,0200 UTC,"18,7",92.0
03/08/2019,0300 UTC,"17,1",91.0
03/08/2019,0400 UTC,"16,3",90.0
03/08/2019,0500 UTC,16,90.0
03/08/2019,0600 UTC,16,89.0
03/08/2019,0700 UTC,"15,5",94.0
03/08/2019,0800 UTC,15,92.0
03/08/2019,0900 UTC,"14,8",94.0
03/08/2019,1000 UTC,"14,3",93.0
03/08/2019,1100 UTC,14,94.0
03/08/2019,1200 UTC,"14,2",92.0
03/08/2019,1300 UTC,"14,5",92.0
03/08/2019,1400 UTC,"14,4",93.0
03/08/2019,1500 UTC,"14,1",91.0
03/08/2019,1600 UTC,"14,2",90.0
03/08/2019,1700 UTC,"14,3",90.0
03/08/2019,1800 UTC,"14,4",88.0
03/08/2019,1900 UTC,"14,8",88.0
03/08/2019,2000 UTC,"14,7",89.0
03/08/2019,2100 UTC,"14,6",90.0
03/08/2019,2200 UTC,"14,5",91.0
03/08/2019,2300 UTC,"14,2",91.0
04/08/2019,0000 UTC,"14,1",84.0
04/08/2019,0100 UTC,"13,8",85.0
04/08/2019,0200 UTC,"13,8",89.0
04/08/2019,0300 UTC,"13,6",89.0
04/08/2019,0400 UTC,"13,6",92.0
04/08/2019,0500 UTC,"13,5",94.0
04/08/2019,0600 UTC,"13,4",93.0
04/08/2019,0700 UTC,"13,2",89.0
04/08/2019,0800 UTC,13,90.0
04/08/2019,0900 UTC,"12,7",87.0
04/08/2019,1000 UTC,"12,6",84.0
04/08/2019,1100 UTC,"12,1",82.0
04/08/2019,1200 UTC,12,86.0
04/08/2019,1300 UTC,"11,9",88.0
04/08/2019,1400 UTC,"11,8",87.0
04/08/2019,1500 UTC,"12,1",87.0
04/08/2019,1600 UTC,"12,3",88.0
04/08/2019,1700 UTC,"12,1",89.0
04/08/2019,1800 UTC,"12,2",90.0
04/08/2019,1900 UTC,"12,4",89.0
04/08/2019,2000 UTC,"12,4",89.0
04/08/2019,2100 UTC,"12,4",91.0
04/08/2019,2200 UTC,"12,3",91.0
04/08/2019,2300 UTC,"12,3",91.0
05/08/2019,0000 UTC,"12,1",88.0
05/08/2019,0100 UTC,"12,2",91.0
05/08/2019,0200 UTC,"12,1",94.0
05/08/2019,0300 UTC,"12,1",93.0
05/08/2019,0400 UTC,12,93.0
05/08/2019,0500 UTC,"11,5",93.0
05/08/2019,0600 UTC,"11,6",91.0
05/08/2019,0700 UTC,"11,9",90.0
05/08/2019,0800 UTC,12,89.0
05/08/2019,0900 UTC,12,89.0
05/08/2019,1000 UTC,"12,3",88.0
05/08/2019,1100 UTC,"12,7",87.0
05/08/2019,1200 UTC,"13,6",85.0
05/08/2019,1300 UTC,"14,8",81.0
05/08/2019,1400 UTC,"16,1",75.0
05/08/2019,1500 UTC,"17,2",71.0
05/08/2019,1600 UTC,"18,1",68.0
05/08/2019,1700 UTC,"19,1",63.0
05/08/2019,1800 UTC,"19,7",64.0
05/08/2019,1900 UTC,"18,7",67.0
05/08/2019,2000 UTC,"18,3",68.0
05/08/2019,2100 UTC,"17,6",71.0
05/08/2019,2200 UTC,"16,7",75.0
05/08/2019,2300 UTC,"16,3",75.0
06/08/2019,0000 UTC,"16,2",80.0
06/08/2019,0100 UTC,"15,2",83.0
06/08/2019,0200 UTC,"14,7",85.0
06/08/2019,0300 UTC,15,82.0
06/08/2019,0400 UTC,15,83.0
06/08/2019,0500 UTC,"14,9",85.0
06/08/2019,0600 UTC,"14,6",87.0
06/08/2019,0700 UTC,"14,5",86.0
06/08/2019,0800 UTC,"14,4",88.0
06/08/2019,0900 UTC,"14,7",88.0
06/08/2019,1000 UTC,"14,7",87.0
06/08/2019,1100 UTC,"15,6",83.0
06/08/2019,1200 UTC,"16,2",79.0
06/08/2019,1300 UTC,"18,3",70.0
06/08/2019,1400 UTC,"19,5",67.0
06/08/2019,1500 UTC,"20,9",62.0
06/08/2019,1600 UTC,"23,1",57.0
06/08/2019,1700 UTC,"23,6",55.0
06/08/2019,1800 UTC,"24,2",54.0
06/08/2019,1900 UTC,"24,2",55.0
06/08/2019,2000 UTC,"23,3",61.0
06/08/2019,2100 UTC,"22,3",70.0
06/08/2019,2200 UTC,"20,2",74.0
06/08/2019,2300 UTC,"19,4",80.0
07/08/2019,0000 UTC,"18,7",78.0
07/08/2019,0100 UTC,"18,1",82.0
07/08/2019,0200 UTC,"16,9",88.0
07/08/2019,0300 UTC,"15,6",88.0
07/08/2019,0400 UTC,"15,6",85.0
07/08/2019,0500 UTC,"15,5",91.0
07/08/2019,0600 UTC,"13,6",93.0
07/08/2019,0700 UTC,"12,5",94.0
07/08/2019,0800 UTC,"12,4",94.0
07/08/2019,0900 UTC,"12,5",95.0
07/08/2019,1000 UTC,"12,1",95.0
07/08/2019,1100 UTC,"13,9",91.0
07/08/2019,1200 UTC,"17,2",81.0
07/08/2019,1300 UTC,"19,8",70.0
07/08/2019,1400 UTC,"21,9",62.0
07/08/2019,1500 UTC,"23,8",54.0
07/08/2019,1600 UTC,"24,8",51.0
07/08/2019,1700 UTC,"25,6",47.0
07/08/2019,1800 UTC,"26,1",44.0
07/08/2019,1900 UTC,"26,2",45.0
07/08/2019,2000 UTC,"26,1",48.0
07/08/2019,2100 UTC,"25,7",54.0
07/08/2019,2200 UTC,"23,3",61.0
07/08/2019,2300 UTC,"21,6",78.0
08/08/2019,0000 UTC,"18,7",85.0
08/08/2019,0100 UTC,"16,5",87.0
08/08/2019,0200 UTC,16,88.0
08/08/2019,0300 UTC,"15,4",91.0
08/08/2019,0400 UTC,"14,8",92.0
08/08/2019,0500 UTC,"14,1",93.0
08/08/2019,0600 UTC,"13,6",93.0
08/08/2019,0700 UTC,"13,2",93.0
08/08/2019,0800 UTC,"12,8",93.0
08/08/2019,0900 UTC,"12,7",94.0
08/08/2019,1000 UTC,"12,6",94.0
08/08/2019,1100 UTC,"15,3",87.0
08/08/2019,1200 UTC,"18,5",77.0
08/08/2019,1300 UTC,"21,2",67.0
08/08/2019,1400 UTC,"23,5",60.0
08/08/2019,1500 UTC,"25,6",52.0
08/08/2019,1600 UTC,"26,8",44.0
08/08/2019,1700 UTC,28,37.0
08/08/2019,1800 UTC,"28,8",32.0
08/08/2019,1900 UTC,"28,7",32.0
08/08/2019,2000 UTC,"28,8",36.0
08/08/2019,2100 UTC,"27,7",65.0
08/08/2019,2200 UTC,"22,2",71.0
08/08/2019,2300 UTC,20,70.0
09/08/2019,0000 UTC,"19,9",76.0
09/08/2019,0100 UTC,19,75.0
09/08/2019,0200 UTC,"18,6",83.0
09/08/2019,0300 UTC,"16,6",89.0
09/08/2019,0400 UTC,"15,4",90.0
09/08/2019,0500 UTC,"15,2",88.0
09/08/2019,0600 UTC,16,91.0
09/08/2019,0700 UTC,"14,1",93.0
09/08/2019,0800 UTC,"13,6",92.0
09/08/2019,0900 UTC,"12,9",92.0
09/08/2019,1000 UTC,"12,6",92.0
09/08/2019,1100 UTC,"15,5",85.0
09/08/2019,1200 UTC,"18,4",76.0
09/08/2019,1300 UTC,"21,8",66.0
09/08/2019,1400 UTC,"24,5",52.0
09/08/2019,1500 UTC,"26,2",43.0
09/08/2019,1600 UTC,"27,8",41.0
09/08/2019,1700 UTC,"28,6",36.0
09/08/2019,1800 UTC,"28,9",36.0
09/08/2019,1900 UTC,29,36.0
09/08/2019,2000 UTC,"28,9",38.0
09/08/2019,2100 UTC,"27,9",61.0
09/08/2019,2200 UTC,"23,3",77.0
09/08/2019,2300 UTC,"19,9",82.0
10/08/2019,0000 UTC,"18,2",85.0
10/08/2019,0100 UTC,"17,4",88.0
10/08/2019,0200 UTC,"16,6",85.0
10/08/2019,0300 UTC,"16,1",88.0
10/08/2019,0400 UTC,"15,2",90.0
10/08/2019,0500 UTC,"14,3",91.0
10/08/2019,0600 UTC,"13,7",91.0
10/08/2019,0700 UTC,"13,4",91.0
10/08/2019,0800 UTC,"13,1",92.0
10/08/2019,0900 UTC,"12,7",92.0
10/08/2019,1000 UTC,"12,6",93.0
10/08/2019,1100 UTC,"15,6",84.0
10/08/2019,1200 UTC,"19,4",74.0
10/08/2019,1300 UTC,"22,2",65.0
10/08/2019,1400 UTC,"25,4",54.0
10/08/2019,1500 UTC,"27,8",39.0
10/08/2019,1600 UTC,"29,1",36.0
10/08/2019,1700 UTC,"30,3",36.0
10/08/2019,1800 UTC,"29,9",35.0
10/08/2019,1900 UTC,"30,2",33.0
10/08/2019,2000 UTC,"29,8",38.0
10/08/2019,2100 UTC,"28,9",62.0
10/08/2019,2200 UTC,"24,1",76.0
10/08/2019,2300 UTC,"20,8",79.0
11/08/2019,0000 UTC,"19,2",83.0
11/08/2019,0100 UTC,"18,1",87.0
11/08/2019,0200 UTC,17,89.0
11/08/2019,0300 UTC,"16,6",87.0
11/08/2019,0400 UTC,"15,9",91.0
11/08/2019,0500 UTC,"15,2",91.0
11/08/2019,0600 UTC,"14,9",89.0
11/08/2019,0700 UTC,"14,3",91.0
11/08/2019,0800 UTC,"14,5",92.0
11/08/2019,0900 UTC,"13,8",94.0
11/08/2019,1000 UTC,"14,1",92.0
11/08/2019,1100 UTC,"16,6",87.0
11/08/2019,1200 UTC,"18,4",79.0
11/08/2019,1300 UTC,"20,4",72.0
11/08/2019,1400 UTC,"23,1",63.0
11/08/2019,1500 UTC,"24,7",55.0
11/08/2019,1600 UTC,"26,4",52.0
11/08/2019,1700 UTC,"27,7",48.0
11/08/2019,1800 UTC,"28,2",45.0
11/08/2019,1900 UTC,"28,7",43.0
11/08/2019,2000 UTC,"28,6",60.0
11/08/2019,2100 UTC,"25,8",71.0
11/08/2019,2200 UTC,"22,7",75.0
11/08/2019,2300 UTC,"21,1",78.0
12/08/2019,0000 UTC,"20,3",82.0
12/08/2019,0100 UTC,"19,3",83.0
12/08/2019,0200 UTC,"18,9",90.0
12/08/2019,0300 UTC,"18,1",90.0
12/08/2019,0400 UTC,"18,5",89.0
12/08/2019,0500 UTC,"18,5",91.0
12/08/2019,0600 UTC,"17,9",93.0
12/08/2019,0700 UTC,"17,1",94.0
12/08/2019,0800 UTC,"16,6",95.0
12/08/2019,0900 UTC,"15,8",95.0
12/08/2019,1000 UTC,"15,3",95.0
12/08/2019,1100 UTC,17,94.0
12/08/2019,1200 UTC,"18,9",83.0
12/08/2019,1300 UTC,"22,7",66.0
12/08/2019,1400 UTC,"25,2",53.0
12/08/2019,1500 UTC,"27,1",42.0
12/08/2019,1600 UTC,"28,6",37.0
12/08/2019,1700 UTC,"29,8",36.0
12/08/2019,1800 UTC,"30,2",30.0
12/08/2019,1900 UTC,"30,5",30.0
12/08/2019,2000 UTC,"30,2",31.0
12/08/2019,2100 UTC,"29,4",55.0
12/08/2019,2200 UTC,"24,1",69.0
12/08/2019,2300 UTC,"21,1",78.0
13/08/2019,0000 UTC,19,85.0
13/08/2019,0100 UTC,"17,5",82.0
13/08/2019,0200 UTC,"17,3",86.0
13/08/2019,0300 UTC,"16,1",88.0
13/08/2019,0400 UTC,"15,4",91.0
13/08/2019,0500 UTC,"14,7",91.0
13/08/2019,0600 UTC,"14,4",90.0
13/08/2019,0700 UTC,"14,4",90.0
13/08/2019,0800 UTC,"14,1",90.0
13/08/2019,0900 UTC,"13,7",91.0
13/08/2019,1000 UTC,"13,8",91.0
13/08/2019,1100 UTC,16,83.0
13/08/2019,1200 UTC,"19,7",66.0
13/08/2019,1300 UTC,"23,5",51.0
13/08/2019,1400 UTC,"26,7",42.0
13/08/2019,1500 UTC,"27,6",44.0
13/08/2019,1600 UTC,"27,6",54.0
13/08/2019,1700 UTC,"26,7",55.0
13/08/2019,1800 UTC,"26,2",60.0
13/08/2019,1900 UTC,"23,7",67.0
13/08/2019,2000 UTC,"21,8",70.0
13/08/2019,2100 UTC,"20,5",75.0
13/08/2019,2200 UTC,"19,1",76.0
13/08/2019,2300 UTC,"18,2",74.0
14/08/2019,0000 UTC,"17,9",75.0
14/08/2019,0100 UTC,"17,7",76.0
14/08/2019,0200 UTC,"17,5",77.0
14/08/2019,0300 UTC,17,79.0
14/08/2019,0400 UTC,"16,3",82.0
14/08/2019,0500 UTC,"15,9",81.0
14/08/2019,0600 UTC,"15,5",79.0
14/08/2019,0700 UTC,"15,5",80.0
14/08/2019,0800 UTC,"15,4",81.0
14/08/2019,0900 UTC,15,80.0
14/08/2019,1000 UTC,"14,6",78.0
14/08/2019,1100 UTC,"14,6",75.0
14/08/2019,1200 UTC,"14,8",76.0
14/08/2019,1300 UTC,"15,8",71.0
14/08/2019,1400 UTC,"16,7",68.0
14/08/2019,1500 UTC,"17,3",65.0
14/08/2019,1600 UTC,"17,3",65.0
14/08/2019,1700 UTC,"17,2",73.0
14/08/2019,1800 UTC,"15,8",71.0
14/08/2019,1900 UTC,"15,4",73.0
14/08/2019,2000 UTC,"14,6",75.0
14/08/2019,2100 UTC,"13,7",78.0
14/08/2019,2200 UTC,13,77.0
14/08/2019,2300 UTC,"12,8",77.0
15/08/2019,0000 UTC,"12,6",77.0
15/08/2019,0100 UTC,"12,6",77.0
15/08/2019,0200 UTC,"12,7",78.0
15/08/2019,0300 UTC,"12,7",78.0
15/08/2019,0400 UTC,"12,8",86.0
15/08/2019,0500 UTC,"12,6",89.0
15/08/2019,0600 UTC,"12,3",90.0
15/08/2019,0700 UTC,"11,9",92.0
15/08/2019,0800 UTC,"11,1",92.0
15/08/2019,0900 UTC,"10,6",93.0
15/08/2019,1000 UTC,"9,5",93.0
15/08/2019,1100 UTC,"12,1",85.0
15/08/2019,1200 UTC,"15,4",71.0
15/08/2019,1300 UTC,"17,5",63.0
15/08/2019,1400 UTC,"18,1",58.0
15/08/2019,1500 UTC,"19,6",54.0
15/08/2019,1600 UTC,"20,6",47.0
15/08/2019,1700 UTC,"21,7",45.0
15/08/2019,1800 UTC,"21,7",44.0
15/08/2019,1900 UTC,"21,6",46.0
15/08/2019,2000 UTC,"21,2",49.0
15/08/2019,2100 UTC,"20,1",60.0
15/08/2019,2200 UTC,"17,3",64.0
15/08/2019,2300 UTC,"16,7",79.0
16/08/2019,0000 UTC,"14,7",82.0
16/08/2019,0100 UTC,"13,9",84.0
16/08/2019,0200 UTC,"12,9",88.0
16/08/2019,0300 UTC,"12,1",87.0
16/08/2019,0400 UTC,12,90.0
16/08/2019,0500 UTC,"10,8",92.0
16/08/2019,0600 UTC,"12,2",88.0
16/08/2019,0700 UTC,13,85.0
16/08/2019,0800 UTC,13,85.0
16/08/2019,0900 UTC,"12,9",88.0
16/08/2019,1000 UTC,"11,3",88.0
16/08/2019,1100 UTC,"13,1",84.0
16/08/2019,1200 UTC,"15,3",72.0
16/08/2019,1300 UTC,17,64.0
16/08/2019,1400 UTC,"18,8",56.0
16/08/2019,1500 UTC,"21,1",49.0
16/08/2019,1600 UTC,"22,1",43.0
16/08/2019,1700 UTC,"23,2",34.0
16/08/2019,1800 UTC,24,33.0
16/08/2019,1900 UTC,"24,4",33.0
16/08/2019,2000 UTC,"24,2",37.0
16/08/2019,2100 UTC,"23,5",49.0
16/08/2019,2200 UTC,"19,3",72.0
16/08/2019,2300 UTC,"15,8",73.0
17/08/2019,0000 UTC,"15,7",74.0
17/08/2019,0100 UTC,"14,5",86.0
17/08/2019,0200 UTC,"12,2",89.0
17/08/2019,0300 UTC,"11,3",87.0
17/08/2019,0400 UTC,"10,4",88.0
17/08/2019,0500 UTC,10,88.0
17/08/2019,0600 UTC,"9,7",90.0
17/08/2019,0700 UTC,"9,3",91.0
17/08/2019,0800 UTC,"8,5",91.0
17/08/2019,0900 UTC,"8,3",93.0
17/08/2019,1000 UTC,"8,2",93.0
17/08/2019,1100 UTC,"11,3",83.0
17/08/2019,1200 UTC,"15,9",68.0
17/08/2019,1300 UTC,"18,7",55.0
17/08/2019,1400 UTC,"20,9",47.0
17/08/2019,1500 UTC,"22,8",43.0
17/08/2019,1600 UTC,25,34.0
17/08/2019,1700 UTC,"25,9",32.0
17/08/2019,1800 UTC,"26,5",33.0
17/08/2019,1900 UTC,"27,1",32.0
17/08/2019,2000 UTC,"26,5",33.0
17/08/2019,2100 UTC,"25,5",52.0
17/08/2019,2200 UTC,"21,3",73.0
17/08/2019,2300 UTC,"17,3",75.0
18/08/2019,0000 UTC,"15,9",82.0
18/08/2019,0100 UTC,"14,4",82.0
18/08/2019,0200 UTC,"13,9",86.0
18/08/2019,0300 UTC,"12,8",88.0
18/08/2019,0400 UTC,"12,4",87.0
18/08/2019,0500 UTC,"11,8",89.0
18/08/2019,0600 UTC,"11,4",88.0
18/08/2019,0700 UTC,"10,8",89.0
18/08/2019,0800 UTC,"10,7",88.0
18/08/2019,0900 UTC,"10,4",89.0
18/08/2019,1000 UTC,"10,3",90.0
18/08/2019,1100 UTC,"13,5",82.0
18/08/2019,1200 UTC,"18,4",61.0
18/08/2019,1300 UTC,"22,4",49.0
18/08/2019,1400 UTC,"25,5",39.0
18/08/2019,1500 UTC,"27,9",29.0
18/08/2019,1600 UTC,"29,7",26.0
18/08/2019,1700 UTC,"29,9",25.0
18/08/2019,1800 UTC,30,28.0
18/08/2019,1900 UTC,"29,6",31.0
18/08/2019,2000 UTC,"29,3",34.0
18/08/2019,2100 UTC,"28,6",54.0
18/08/2019,2200 UTC,24,69.0
18/08/2019,2300 UTC,"20,1",75.0
19/08/2019,0000 UTC,"18,4",78.0
19/08/2019,0100 UTC,"17,3",79.0
19/08/2019,0200 UTC,"17,8",80.0
19/08/2019,0300 UTC,"18,6",73.0
19/08/2019,0400 UTC,"18,3",76.0
19/08/2019,0500 UTC,"17,6",85.0
19/08/2019,0600 UTC,"16,6",88.0
19/08/2019,0700 UTC,"16,3",88.0
19/08/2019,0800 UTC,"16,5",86.0
19/08/2019,0900 UTC,"16,4",88.0
19/08/2019,1000 UTC,"16,3",89.0
19/08/2019,1100 UTC,"17,4",84.0
19/08/2019,1200 UTC,"19,4",75.0
19/08/2019,1300 UTC,"20,6",70.0
19/08/2019,1400 UTC,"21,8",65.0
19/08/2019,1500 UTC,"21,9",68.0
19/08/2019,1600 UTC,"22,8",62.0
19/08/2019,1700 UTC,"22,8",68.0
19/08/2019,1800 UTC,"21,5",70.0
19/08/2019,1900 UTC,21,72.0
19/08/2019,2000 UTC,"20,2",75.0
19/08/2019,2100 UTC,"19,6",77.0
19/08/2019,2200 UTC,"18,8",81.0
19/08/2019,2300 UTC,18,81.0
20/08/2019,0000 UTC,"17,7",89.0
20/08/2019,0100 UTC,17,93.0
20/08/2019,0200 UTC,"16,7",93.0
20/08/2019,0300 UTC,"16,6",94.0
20/08/2019,0400 UTC,"16,7",94.0
20/08/2019,0500 UTC,"16,7",94.0
20/08/2019,0600 UTC,"16,7",93.0
20/08/2019,0700 UTC,"16,5",94.0
20/08/2019,0800 UTC,"16,5",94.0
20/08/2019,0900 UTC,"16,4",94.0
20/08/2019,1000 UTC,"16,4",94.0
20/08/2019,1100 UTC,"16,6",93.0
20/08/2019,1200 UTC,"17,1",90.0
20/08/2019,1300 UTC,"17,8",87.0
20/08/2019,1400 UTC,"17,9",87.0
20/08/2019,1500 UTC,"18,1",86.0
20/08/2019,1600 UTC,"18,5",84.0
20/08/2019,1700 UTC,"18,8",82.0
20/08/2019,1800 UTC,"18,9",85.0
20/08/2019,1900 UTC,"18,7",75.0
20/08/2019,2000 UTC,"18,6",77.0
20/08/2019,2100 UTC,"18,2",80.0
20/08/2019,2200 UTC,"17,7",79.0
20/08/2019,2300 UTC,"17,5",81.0
21/08/2019,0000 UTC,"17,3",80.0
21/08/2019,0100 UTC,"17,3",84.0
21/08/2019,0200 UTC,"17,1",88.0
21/08/2019,0300 UTC,"16,9",90.0
21/08/2019,0400 UTC,"16,5",91.0
21/08/2019,0500 UTC,"16,4",92.0
21/08/2019,0600 UTC,"16,2",91.0
21/08/2019,0700 UTC,"15,4",89.0
21/08/2019,0800 UTC,"15,6",84.0
21/08/2019,0900 UTC,"15,6",83.0
21/08/2019,1000 UTC,"15,8",83.0
21/08/2019,1100 UTC,"16,2",81.0
21/08/2019,1200 UTC,"16,8",85.0
21/08/2019,1300 UTC,"16,9",91.0
21/08/2019,1400 UTC,"18,1",81.0
21/08/2019,1500 UTC,"19,7",70.0
21/08/2019,1600 UTC,"19,9",74.0
21/08/2019,1700 UTC,"19,7",72.0
21/08/2019,1800 UTC,"20,6",68.0
21/08/2019,1900 UTC,"21,2",67.0
21/08/2019,2000 UTC,"20,8",67.0
21/08/2019,2100 UTC,"20,6",73.0
21/08/2019,2200 UTC,19,75.0
21/08/2019,2300 UTC,"17,7",77.0
22/08/2019,0000 UTC,"17,1",78.0
22/08/2019,0100 UTC,"16,9",82.0
22/08/2019,0200 UTC,"16,6",80.0
22/08/2019,0300 UTC,"16,6",80.0
22/08/2019,0400 UTC,"16,5",84.0
22/08/2019,0500 UTC,"16,4",86.0
22/08/2019,0600 UTC,"16,2",88.0
22/08/2019,0700 UTC,"16,1",83.0
22/08/2019,0800 UTC,16,81.0
22/08/2019,0900 UTC,"15,9",81.0
22/08/2019,1000 UTC,"15,6",80.0
22/08/2019,1100 UTC,"16,2",78.0
22/08/2019,1200 UTC,"16,4",75.0
22/08/2019,1300 UTC,"17,4",72.0
22/08/2019,1400 UTC,"18,4",68.0
22/08/2019,1500 UTC,"18,6",71.0
22/08/2019,1600 UTC,"19,8",64.0
22/08/2019,1700 UTC,"20,3",60.0
22/08/2019,1800 UTC,"21,4",57.0
22/08/2019,1900 UTC,"21,4",60.0
22/08/2019,2000 UTC,"20,8",65.0
22/08/2019,2100 UTC,"18,9",68.0
22/08/2019,2200 UTC,"17,8",71.0
22/08/2019,2300 UTC,"17,1",73.0
23/08/2019,0000 UTC,"16,5",74.0
23/08/2019,0100 UTC,"16,3",74.0
23/08/2019,0200 UTC,"16,2",75.0
23/08/2019,0300 UTC,16,81.0
23/08/2019,0400 UTC,"15,9",86.0
23/08/2019,0500 UTC,"15,8",87.0
23/08/2019,0600 UTC,"15,3",86.0
23/08/2019,0700 UTC,"15,1",85.0
23/08/2019,0800 UTC,"14,9",85.0
23/08/2019,0900 UTC,"14,7",88.0
23/08/2019,1000 UTC,"14,6",84.0
23/08/2019,1100 UTC,"15,5",81.0
23/08/2019,1200 UTC,"15,6",81.0
23/08/2019,1300 UTC,"15,7",88.0
23/08/2019,1400 UTC,"15,1",91.0
23/08/2019,1500 UTC,"15,3",92.0
23/08/2019,1600 UTC,"15,9",89.0
23/08/2019,1700 UTC,"17,5",77.0
23/08/2019,1800 UTC,"18,5",70.0
23/08/2019,1900 UTC,"19,2",72.0
23/08/2019,2000 UTC,"18,7",71.0
23/08/2019,2100 UTC,"18,4",75.0
23/08/2019,2200 UTC,"17,2",83.0
23/08/2019,2300 UTC,"16,6",79.0
24/08/2019,0000 UTC,16,76.0
24/08/2019,0100 UTC,"15,7",84.0
24/08/2019,0200 UTC,"15,3",82.0
24/08/2019,0300 UTC,"15,1",90.0
24/08/2019,0400 UTC,13,93.0
24/08/2019,0500 UTC,"12,6",94.0
24/08/2019,0600 UTC,"12,6",93.0
24/08/2019,0700 UTC,"12,3",94.0
24/08/2019,0800 UTC,12,93.0
24/08/2019,0900 UTC,"12,6",92.0
24/08/2019,1000 UTC,13,92.0
24/08/2019,1100 UTC,"13,8",89.0
24/08/2019,1200 UTC,"15,4",78.0
24/08/2019,1300 UTC,"17,1",65.0
24/08/2019,1400 UTC,"18,9",59.0
24/08/2019,1500 UTC,"20,3",52.0
24/08/2019,1600 UTC,"21,8",47.0
24/08/2019,1700 UTC,"22,7",48.0
24/08/2019,1800 UTC,"22,9",61.0
24/08/2019,1900 UTC,"20,8",61.0
24/08/2019,2000 UTC,"19,9",69.0
24/08/2019,2100 UTC,"17,5",75.0
24/08/2019,2200 UTC,16,75.0
24/08/2019,2300 UTC,"15,8",75.0
25/08/2019,0000 UTC,"15,8",80.0
25/08/2019,0100 UTC,15,81.0
25/08/2019,0200 UTC,"14,9",83.0
25/08/2019,0300 UTC,"15,2",78.0
25/08/2019,0400 UTC,"15,2",79.0
25/08/2019,0500 UTC,"15,1",82.0
25/08/2019,0600 UTC,"14,3",87.0
25/08/2019,0700 UTC,"13,9",87.0
25/08/2019,0800 UTC,"13,8",88.0
25/08/2019,0900 UTC,"12,9",88.0
25/08/2019,1000 UTC,"13,5",85.0
25/08/2019,1100 UTC,"16,1",74.0
25/08/2019,1200 UTC,"16,4",77.0
25/08/2019,1300 UTC,"18,4",65.0
25/08/2019,1400 UTC,"19,6",60.0
25/08/2019,1500 UTC,"21,1",54.0
25/08/2019,1600 UTC,"22,7",50.0
25/08/2019,1700 UTC,"23,2",46.0
25/08/2019,1800 UTC,"23,6",43.0
25/08/2019,1900 UTC,"23,7",56.0
25/08/2019,2000 UTC,"21,8",62.0
25/08/2019,2100 UTC,"19,4",69.0
25/08/2019,2200 UTC,"17,2",75.0
25/08/2019,2300 UTC,"15,9",75.0
26/08/2019,0000 UTC,16,74.0
26/08/2019,0100 UTC,"16,1",74.0
26/08/2019,0200 UTC,"16,3",78.0
26/08/2019,0300 UTC,"15,7",82.0
26/08/2019,0400 UTC,"15,7",81.0
26/08/2019,0500 UTC,"15,4",79.0
26/08/2019,0600 UTC,"15,2",79.0
26/08/2019,0700 UTC,15,79.0
26/08/2019,0800 UTC,"14,7",82.0
26/08/2019,0900 UTC,"14,3",87.0
26/08/2019,1000 UTC,"13,4",87.0
26/08/2019,1100 UTC,"15,2",77.0
26/08/2019,1200 UTC,"16,6",72.0
26/08/2019,1300 UTC,"18,6",67.0
26/08/2019,1400 UTC,20,60.0
26/08/2019,1500 UTC,"21,2",54.0
26/08/2019,1600 UTC,"22,8",50.0
26/08/2019,1700 UTC,"24,3",47.0
26/08/2019,1800 UTC,25,44.0
26/08/2019,1900 UTC,25,45.0
26/08/2019,2000 UTC,"24,7",48.0
26/08/2019,2100 UTC,"23,7",67.0
26/08/2019,2200 UTC,"20,3",76.0
26/08/2019,2300 UTC,"18,2",78.0
27/08/2019,0000 UTC,"17,2",83.0
27/08/2019,0100 UTC,"16,1",84.0
27/08/2019,0200 UTC,"15,7",88.0
27/08/2019,0300 UTC,"15,2",88.0
27/08/2019,0400 UTC,"14,8",90.0
27/08/2019,0500 UTC,"14,3",90.0
